type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2016-02-11 07:51:20	47.718005000	-122.247224000	51.5	3.297			
T	2016-02-11 07:51:21	47.718001000	-122.247234000	51.6	3.297			
T	2016-02-11 07:51:22	47.717997000	-122.247246000	51.7	3.297			
T	2016-02-11 07:51:23	47.717993000	-122.247255000	51.7	3.297			
T	2016-02-11 07:51:24	47.717991000	-122.247258000	51.7	3.297			
T	2016-02-11 07:51:25	47.717988000	-122.247265000	51.8	3.297			
T	2016-02-11 07:51:26	47.717986000	-122.247269000	51.8	3.297			
T	2016-02-11 07:51:27	47.717984000	-122.247271000	51.9	3.297			
T	2016-02-11 07:51:28	47.717997000	-122.247289000	52.0	3.299			
T	2016-02-11 07:51:29	47.718008000	-122.247308000	52.1	3.301			
T	2016-02-11 07:51:30	47.718010000	-122.247317000	52.2	3.301			
T	2016-02-11 07:51:31	47.718010000	-122.247321000	52.3	3.301			
T	2016-02-11 07:51:32	47.718012000	-122.247329000	52.3	3.302			
T	2016-02-11 07:51:33	47.718028000	-122.247354000	52.4	3.304			
T	2016-02-11 07:51:34	47.718026000	-122.247355000	52.4	3.304			
T	2016-02-11 07:51:35	47.718026000	-122.247361000	52.5	3.305			
T	2016-02-11 07:51:36	47.718020000	-122.247359000	52.6	3.305			
T	2016-02-11 07:51:37	47.718006000	-122.247355000	52.7	3.305			
T	2016-02-11 07:51:38	47.717993000	-122.247356000	52.8	3.305			
T	2016-02-11 07:51:39	47.717983000	-122.247357000	52.8	3.305			
T	2016-02-11 07:51:40	47.717974000	-122.247352000	52.9	3.305			
T	2016-02-11 07:51:41	47.717967000	-122.247345000	52.9	3.305			
T	2016-02-11 07:51:42	47.717962000	-122.247330000	53.0	3.305			
T	2016-02-11 07:51:43	47.717957000	-122.247319000	53.1	3.305			
T	2016-02-11 07:51:44	47.717955000	-122.247306000	53.1	3.305			
T	2016-02-11 07:51:45	47.717955000	-122.247291000	53.2	3.305			
T	2016-02-11 07:51:46	47.717953000	-122.247280000	53.2	3.305			
T	2016-02-11 07:51:47	47.717954000	-122.247263000	53.2	3.305			
T	2016-02-11 07:51:48	47.717954000	-122.247256000	53.3	3.305			
T	2016-02-11 07:51:49	47.717954000	-122.247254000	53.4	3.305			
T	2016-02-11 07:51:50	47.717955000	-122.247250000	53.5	3.305			
T	2016-02-11 07:51:51	47.717956000	-122.247248000	53.6	3.305			
T	2016-02-11 07:51:52	47.717959000	-122.247246000	53.6	3.305			
T	2016-02-11 07:51:53	47.717960000	-122.247248000	53.7	3.305			
T	2016-02-11 07:51:54	47.717963000	-122.247245000	53.8	3.305			
T	2016-02-11 07:51:55	47.717965000	-122.247247000	53.8	3.305			
T	2016-02-11 07:51:56	47.717968000	-122.247249000	53.9	3.306			
T	2016-02-11 07:51:57	47.717970000	-122.247252000	54.0	3.306			
T	2016-02-11 07:51:58	47.717972000	-122.247254000	54.1	3.306			
T	2016-02-11 07:51:59	47.717973000	-122.247256000	54.2	3.306			
T	2016-02-11 07:52:00	47.717974000	-122.247259000	54.2	3.307			
T	2016-02-11 07:52:01	47.717975000	-122.247261000	54.2	3.307			
T	2016-02-11 07:52:02	47.717976000	-122.247263000	54.3	3.307			
T	2016-02-11 07:52:03	47.717977000	-122.247265000	54.4	3.307			
T	2016-02-11 07:52:04	47.717978000	-122.247266000	54.4	3.307			
T	2016-02-11 07:52:05	47.717979000	-122.247267000	54.5	3.307			
T	2016-02-11 07:52:06	47.717980000	-122.247268000	54.5	3.308			
T	2016-02-11 07:52:07	47.717981000	-122.247269000	54.5	3.308			
T	2016-02-11 07:52:08	47.717994000	-122.247283000	54.6	3.309			
T	2016-02-11 07:52:09	47.717996000	-122.247286000	54.7	3.310			
T	2016-02-11 07:52:10	47.717998000	-122.247287000	54.7	3.310			
T	2016-02-11 07:52:11	47.717999000	-122.247287000	54.8	3.310			
T	2016-02-11 07:52:12	47.718000000	-122.247288000	54.9	3.310			
T	2016-02-11 07:52:13	47.718002000	-122.247289000	54.9	3.311			
T	2016-02-11 07:52:14	47.718002000	-122.247289000	55.0	3.311			
T	2016-02-11 07:52:15	47.718000000	-122.247284000	55.1	3.311			
T	2016-02-11 07:52:16	47.717996000	-122.247278000	55.1	3.311			
T	2016-02-11 07:52:17	47.717992000	-122.247271000	55.1	3.311			
T	2016-02-11 07:52:18	47.717987000	-122.247265000	55.2	3.311			
T	2016-02-11 07:52:19	47.717973000	-122.247246000	55.3	3.311			
T	2016-02-11 07:52:20	47.717935000	-122.247200000	55.4	3.311			
T	2016-02-11 07:52:21	47.717914000	-122.247174000	55.5	3.311			
T	2016-02-11 07:52:22	47.717901000	-122.247157000	55.6	3.311			
T	2016-02-11 07:52:23	47.717893000	-122.247147000	55.7	3.311			
T	2016-02-11 07:52:24	47.717888000	-122.247151000	55.7	3.311			
T	2016-02-11 07:52:25	47.717887000	-122.247156000	55.7	3.311			
T	2016-02-11 07:52:26	47.717885000	-122.247158000	55.7	3.311			
T	2016-02-11 07:52:27	47.717884000	-122.247157000	55.8	3.311			
T	2016-02-11 07:52:28	47.717883000	-122.247157000	55.8	3.311			
T	2016-02-11 07:52:29	47.717882000	-122.247157000	55.9	3.311			
T	2016-02-11 07:52:30	47.717881000	-122.247157000	55.9	3.311			
T	2016-02-11 07:52:31	47.717880000	-122.247158000	56.0	3.311			
T	2016-02-11 07:52:32	47.717879000	-122.247160000	56.0	3.311			
T	2016-02-11 07:52:33	47.717878000	-122.247164000	56.0	3.311			
T	2016-02-11 07:52:34	47.717877000	-122.247169000	56.1	3.311			
T	2016-02-11 07:52:35	47.717876000	-122.247171000	56.1	3.311			
T	2016-02-11 07:52:36	47.717876000	-122.247170000	56.1	3.311			
T	2016-02-11 07:52:37	47.717877000	-122.247166000	56.2	3.311			
T	2016-02-11 07:52:38	47.717877000	-122.247168000	56.2	3.311			
T	2016-02-11 07:52:39	47.717878000	-122.247168000	56.2	3.311			
T	2016-02-11 07:52:40	47.717878000	-122.247166000	56.3	3.311			
T	2016-02-11 07:52:41	47.717878000	-122.247165000	56.4	3.311			
T	2016-02-11 07:52:42	47.717878000	-122.247165000	56.5	3.311			
T	2016-02-11 07:52:43	47.717877000	-122.247165000	56.5	3.311			
T	2016-02-11 07:52:44	47.717877000	-122.247164000	56.6	3.311			
T	2016-02-11 07:52:45	47.717876000	-122.247163000	56.6	3.311			
T	2016-02-11 07:52:46	47.717875000	-122.247161000	56.6	3.311			
T	2016-02-11 07:52:47	47.717874000	-122.247159000	56.7	3.311			
T	2016-02-11 07:52:48	47.717873000	-122.247157000	56.8	3.311			
T	2016-02-11 07:52:49	47.717872000	-122.247156000	56.9	3.311			
T	2016-02-11 07:52:50	47.717869000	-122.247161000	57.0	3.311			
T	2016-02-11 07:52:51	47.717867000	-122.247165000	57.0	3.311			
T	2016-02-11 07:52:52	47.717863000	-122.247176000	57.1	3.311			
T	2016-02-11 07:52:53	47.717862000	-122.247182000	57.1	3.311			
T	2016-02-11 07:52:54	47.717862000	-122.247184000	57.2	3.311			
T	2016-02-11 07:52:55	47.717865000	-122.247201000	57.2	3.312			
T	2016-02-11 07:52:56	47.717869000	-122.247218000	57.3	3.313			
T	2016-02-11 07:52:57	47.717868000	-122.247226000	57.3	3.313			
T	2016-02-11 07:52:58	47.717870000	-122.247229000	57.3	3.314			
T	2016-02-11 07:52:59	47.717871000	-122.247234000	57.3	3.314			
T	2016-02-11 07:53:00	47.717880000	-122.247245000	57.4	3.315			
T	2016-02-11 07:53:01	47.717904000	-122.247278000	57.4	3.319			
T	2016-02-11 07:53:02	47.717915000	-122.247298000	57.5	3.321			
T	2016-02-11 07:53:03	47.717924000	-122.247307000	57.6	3.322			
T	2016-02-11 07:53:04	47.717931000	-122.247316000	57.6	3.323			
T	2016-02-11 07:53:05	47.717940000	-122.247321000	57.7	3.324			
T	2016-02-11 07:53:06	47.717948000	-122.247323000	57.7	3.325			
T	2016-02-11 07:53:07	47.717964000	-122.247322000	57.7	3.326			
T	2016-02-11 07:53:08	47.717982000	-122.247323000	57.7	3.328			
T	2016-02-11 07:53:09	47.717996000	-122.247313000	57.8	3.329			
T	2016-02-11 07:53:10	47.718001000	-122.247307000	57.8	3.329			
T	2016-02-11 07:53:11	47.718004000	-122.247298000	57.9	3.329			
T	2016-02-11 07:53:12	47.718015000	-122.247292000	57.9	3.329			
T	2016-02-11 07:53:13	47.718024000	-122.247281000	57.9	3.329			
T	2016-02-11 07:53:14	47.718024000	-122.247279000	57.9	3.329			
T	2016-02-11 07:53:15	47.718024000	-122.247288000	57.9	3.329			
T	2016-02-11 07:53:16	47.718033000	-122.247316000	58.0	3.329			
T	2016-02-11 07:53:17	47.718045000	-122.247343000	58.1	3.329			
T	2016-02-11 07:53:18	47.718080000	-122.247394000	58.2	3.329			
T	2016-02-11 07:53:19	47.718103000	-122.247425000	58.3	3.333			
T	2016-02-11 07:53:20	47.718119000	-122.247440000	58.3	3.335			
T	2016-02-11 07:53:21	47.718127000	-122.247454000	58.3	3.336			
T	2016-02-11 07:53:22	47.718136000	-122.247468000	58.4	3.338			
T	2016-02-11 07:53:23	47.718135000	-122.247458000	58.4	3.338			
T	2016-02-11 07:53:24	47.718123000	-122.247443000	58.5	3.338			
T	2016-02-11 07:53:25	47.718092000	-122.247401000	58.5	3.338			
T	2016-02-11 07:53:26	47.718069000	-122.247356000	58.6	3.338			
T	2016-02-11 07:53:27	47.718046000	-122.247317000	58.6	3.338			
T	2016-02-11 07:53:28	47.718025000	-122.247279000	58.7	3.338			
T	2016-02-11 07:53:29	47.718008000	-122.247244000	58.7	3.338			
T	2016-02-11 07:53:30	47.717989000	-122.247221000	58.8	3.338			
T	2016-02-11 07:53:31	47.717970000	-122.247203000	58.8	3.338			
T	2016-02-11 07:53:32	47.717954000	-122.247187000	58.8	3.338			
T	2016-02-11 07:53:33	47.717941000	-122.247163000	58.8	3.338			
T	2016-02-11 07:53:34	47.717927000	-122.247152000	58.9	3.338			
T	2016-02-11 07:53:35	47.717913000	-122.247146000	58.9	3.338			
T	2016-02-11 07:53:36	47.717899000	-122.247144000	58.9	3.338			
T	2016-02-11 07:53:37	47.717900000	-122.247143000	59.0	3.338	1		
T	2016-02-11 07:53:42	47.717844000	-122.247098000	59.2	3.338			
T	2016-02-11 07:53:43	47.717836000	-122.247093000	59.2	3.338			
T	2016-02-11 07:53:44	47.717830000	-122.247086000	59.2	3.338			
T	2016-02-11 07:53:45	47.717839000	-122.247044000	59.2	3.338			
T	2016-02-11 07:53:46	47.717847000	-122.247011000	59.2	3.338			
T	2016-02-11 07:53:47	47.717849000	-122.246994000	59.2	3.338			
T	2016-02-11 07:53:48	47.717845000	-122.246991000	59.2	3.338			
T	2016-02-11 07:53:49	47.717849000	-122.246990000	59.2	3.338			
T	2016-02-11 07:53:50	47.717860000	-122.246988000	59.3	3.339			
T	2016-02-11 07:53:51	47.717862000	-122.246991000	59.3	3.339			
T	2016-02-11 07:53:52	47.717863000	-122.247004000	59.4	3.340			
T	2016-02-11 07:53:53	47.717875000	-122.247013000	59.5	3.341			
T	2016-02-11 07:53:54	47.717903000	-122.247048000	59.5	3.345			
T	2016-02-11 07:53:55	47.717917000	-122.247066000	59.5	3.347			
T	2016-02-11 07:53:56	47.717930000	-122.247080000	59.5	3.349			
T	2016-02-11 07:53:57	47.717940000	-122.247093000	59.5	3.350			
T	2016-02-11 07:53:58	47.717953000	-122.247115000	59.6	3.353			
T	2016-02-11 07:53:59	47.717954000	-122.247123000	59.6	3.353			
T	2016-02-11 07:54:00	47.717956000	-122.247131000	59.7	3.353			
T	2016-02-11 07:54:01	47.717970000	-122.247158000	59.8	3.356			
T	2016-02-11 07:54:02	47.717976000	-122.247171000	59.8	3.357			
T	2016-02-11 07:54:03	47.717982000	-122.247188000	59.9	3.358			
T	2016-02-11 07:54:04	47.717995000	-122.247210000	59.9	3.361			
T	2016-02-11 07:54:05	47.717983000	-122.247210000	59.9	3.361			
T	2016-02-11 07:54:06	47.717950000	-122.247184000	59.9	3.361			
T	2016-02-11 07:54:07	47.717931000	-122.247173000	60.0	3.361			
T	2016-02-11 07:54:08	47.717914000	-122.247163000	60.0	3.361			
T	2016-02-11 07:54:09	47.717898000	-122.247152000	60.1	3.361			
T	2016-02-11 07:54:10	47.717885000	-122.247141000	60.2	3.361			
T	2016-02-11 07:54:11	47.717874000	-122.247131000	60.2	3.361			
T	2016-02-11 07:54:12	47.717867000	-122.247125000	60.3	3.361			
T	2016-02-11 07:54:13	47.717862000	-122.247126000	60.3	3.361			
T	2016-02-11 07:54:14	47.717858000	-122.247128000	60.4	3.361			
T	2016-02-11 07:54:15	47.717856000	-122.247132000	60.5	3.361			
T	2016-02-11 07:54:16	47.717854000	-122.247137000	60.5	3.361			
T	2016-02-11 07:54:17	47.717867000	-122.247153000	60.6	3.363			
T	2016-02-11 07:54:18	47.717879000	-122.247169000	60.6	3.364			
T	2016-02-11 07:54:19	47.717892000	-122.247185000	60.7	3.366			
T	2016-02-11 07:54:20	47.717902000	-122.247198000	60.7	3.368			
T	2016-02-11 07:54:21	47.717910000	-122.247211000	60.8	3.369			
T	2016-02-11 07:54:22	47.717915000	-122.247221000	60.7	3.370			
T	2016-02-11 07:54:23	47.717920000	-122.247229000	60.7	3.371			
T	2016-02-11 07:54:24	47.717921000	-122.247238000	60.8	3.371			
T	2016-02-11 07:54:25	47.717922000	-122.247242000	60.8	3.372			
T	2016-02-11 07:54:26	47.717922000	-122.247240000	60.9	3.372			
T	2016-02-11 07:54:27	47.717923000	-122.247243000	61.0	3.372			
T	2016-02-11 07:54:28	47.717923000	-122.247250000	61.0	3.372			
T	2016-02-11 07:54:29	47.717923000	-122.247249000	61.1	3.372			
T	2016-02-11 07:54:30	47.717923000	-122.247250000	61.1	3.372			
T	2016-02-11 07:54:31	47.717922000	-122.247248000	61.1	3.372			
T	2016-02-11 07:54:32	47.717921000	-122.247250000	61.2	3.372			
T	2016-02-11 07:54:33	47.717919000	-122.247249000	61.2	3.372			
T	2016-02-11 07:54:34	47.717918000	-122.247249000	61.3	3.372			
T	2016-02-11 07:54:35	47.717915000	-122.247250000	61.3	3.372			
T	2016-02-11 07:54:36	47.717913000	-122.247248000	61.4	3.372			
T	2016-02-11 07:54:37	47.717911000	-122.247245000	61.4	3.372			
T	2016-02-11 07:54:38	47.717908000	-122.247242000	61.5	3.372			
T	2016-02-11 07:54:39	47.717906000	-122.247235000	61.6	3.372			
T	2016-02-11 07:54:40	47.717903000	-122.247230000	61.6	3.372			
T	2016-02-11 07:54:41	47.717900000	-122.247228000	61.6	3.372			
T	2016-02-11 07:54:42	47.717897000	-122.247223000	61.7	3.372			
T	2016-02-11 07:54:43	47.717894000	-122.247218000	61.7	3.372			
T	2016-02-11 07:54:44	47.717891000	-122.247214000	61.7	3.372			
T	2016-02-11 07:54:45	47.717888000	-122.247208000	61.8	3.372			
T	2016-02-11 07:54:46	47.717881000	-122.247200000	61.8	3.372			
T	2016-02-11 07:54:47	47.717887000	-122.247205000	61.9	3.373			
T	2016-02-11 07:54:48	47.717895000	-122.247215000	61.9	3.374			
T	2016-02-11 07:54:49	47.717897000	-122.247213000	62.0	3.374			
T	2016-02-11 07:54:50	47.717904000	-122.247223000	62.1	3.375			
T	2016-02-11 07:54:51	47.717911000	-122.247233000	62.2	3.376			
T	2016-02-11 07:54:52	47.717899000	-122.247220000	62.2	3.376			
T	2016-02-11 07:54:53	47.717881000	-122.247193000	62.2	3.376			
T	2016-02-11 07:54:54	47.717869000	-122.247174000	62.2	3.376			
T	2016-02-11 07:54:55	47.717867000	-122.247163000	62.3	3.376			
T	2016-02-11 07:54:56	47.717863000	-122.247154000	62.3	3.376			
T	2016-02-11 07:54:57	47.717864000	-122.247155000	62.4	3.377			
T	2016-02-11 07:54:58	47.717875000	-122.247167000	62.4	3.378			
T	2016-02-11 07:54:59	47.717882000	-122.247172000	62.5	3.379			
T	2016-02-11 07:55:00	47.717885000	-122.247172000	62.6	3.379			
T	2016-02-11 07:55:01	47.717888000	-122.247173000	62.7	3.379			
T	2016-02-11 07:55:02	47.717895000	-122.247178000	62.7	3.380			
T	2016-02-11 07:55:03	47.717912000	-122.247203000	62.8	3.383			
T	2016-02-11 07:55:04	47.717916000	-122.247207000	62.7	3.383			
T	2016-02-11 07:55:05	47.717913000	-122.247197000	62.7	3.383			
T	2016-02-11 07:55:06	47.717915000	-122.247197000	62.7	3.384			
T	2016-02-11 07:55:07	47.717912000	-122.247184000	62.8	3.384			
T	2016-02-11 07:55:08	47.717909000	-122.247172000	62.9	3.384			
T	2016-02-11 07:55:09	47.717910000	-122.247157000	63.0	3.384			
T	2016-02-11 07:55:10	47.717911000	-122.247147000	63.0	3.384			
T	2016-02-11 07:55:11	47.717911000	-122.247140000	63.1	3.384			
T	2016-02-11 07:55:12	47.717912000	-122.247127000	63.1	3.384			
T	2016-02-11 07:55:13	47.717913000	-122.247119000	63.2	3.384			
T	2016-02-11 07:55:14	47.717916000	-122.247106000	63.3	3.384			
T	2016-02-11 07:55:15	47.717918000	-122.247096000	63.4	3.384			
T	2016-02-11 07:55:16	47.717921000	-122.247087000	63.4	3.384			
T	2016-02-11 07:55:17	47.717922000	-122.247083000	63.4	3.384			
T	2016-02-11 07:55:18	47.717924000	-122.247084000	63.3	3.384			
T	2016-02-11 07:55:19	47.717926000	-122.247082000	63.3	3.384			
T	2016-02-11 07:55:20	47.717926000	-122.247085000	63.4	3.384			
T	2016-02-11 07:55:21	47.717927000	-122.247090000	63.4	3.384			
T	2016-02-11 07:55:22	47.717926000	-122.247095000	63.5	3.385			
T	2016-02-11 07:55:23	47.717926000	-122.247105000	63.6	3.385			
T	2016-02-11 07:55:24	47.717926000	-122.247113000	63.6	3.385			
T	2016-02-11 07:55:25	47.717925000	-122.247123000	63.7	3.386			
T	2016-02-11 07:55:26	47.717925000	-122.247132000	63.7	3.386			
T	2016-02-11 07:55:27	47.717926000	-122.247143000	63.8	3.387			
T	2016-02-11 07:55:28	47.717927000	-122.247153000	63.8	3.388			
T	2016-02-11 07:55:29	47.717928000	-122.247163000	63.9	3.388			
T	2016-02-11 07:55:30	47.717930000	-122.247171000	64.0	3.389			
T	2016-02-11 07:55:31	47.717931000	-122.247183000	64.0	3.389			
T	2016-02-11 07:55:32	47.717933000	-122.247192000	64.0	3.390			
T	2016-02-11 07:55:33	47.717934000	-122.247199000	64.0	3.390			
T	2016-02-11 07:55:34	47.717934000	-122.247206000	64.0	3.391			
T	2016-02-11 07:55:35	47.717935000	-122.247214000	64.0	3.391			
T	2016-02-11 07:55:36	47.717937000	-122.247222000	64.1	3.392			
T	2016-02-11 07:55:37	47.717938000	-122.247228000	64.2	3.392			
T	2016-02-11 07:55:38	47.717939000	-122.247236000	64.3	3.393			
T	2016-02-11 07:55:39	47.717941000	-122.247244000	64.3	3.393			
T	2016-02-11 07:55:40	47.717944000	-122.247250000	64.3	3.394			
T	2016-02-11 07:55:41	47.717947000	-122.247256000	64.3	3.394			
T	2016-02-11 07:55:42	47.717949000	-122.247261000	64.4	3.395			
T	2016-02-11 07:55:43	47.717951000	-122.247265000	64.5	3.395			
T	2016-02-11 07:55:44	47.717952000	-122.247268000	64.5	3.395			
T	2016-02-11 07:55:45	47.717953000	-122.247261000	64.6	3.395			
T	2016-02-11 07:55:46	47.717954000	-122.247244000	64.7	3.395			
T	2016-02-11 07:55:47	47.717948000	-122.247242000	64.7	3.395			
T	2016-02-11 07:55:48	47.717943000	-122.247238000	64.8	3.395			
T	2016-02-11 07:55:49	47.717940000	-122.247232000	64.9	3.395			
T	2016-02-11 07:55:50	47.717937000	-122.247233000	65.0	3.395			
T	2016-02-11 07:55:51	47.717935000	-122.247237000	65.1	3.395			
T	2016-02-11 07:55:52	47.717935000	-122.247231000	65.1	3.395			
T	2016-02-11 07:55:53	47.717935000	-122.247234000	65.1	3.396			
T	2016-02-11 07:55:54	47.717935000	-122.247233000	65.1	3.396			
T	2016-02-11 07:55:55	47.717936000	-122.247229000	65.1	3.396			
T	2016-02-11 07:55:56	47.717937000	-122.247242000	65.2	3.396			
T	2016-02-11 07:55:57	47.717938000	-122.247251000	65.2	3.397			
T	2016-02-11 07:55:58	47.717940000	-122.247251000	65.3	3.397			
T	2016-02-11 07:55:59	47.717942000	-122.247254000	65.4	3.397			
T	2016-02-11 07:56:00	47.717944000	-122.247269000	65.3	3.398			
T	2016-02-11 07:56:01	47.717946000	-122.247275000	65.4	3.399			
T	2016-02-11 07:56:02	47.717948000	-122.247279000	65.4	3.399			
T	2016-02-11 07:56:03	47.717949000	-122.247288000	65.5	3.400			
T	2016-02-11 07:56:04	47.717951000	-122.247289000	65.5	3.400			
T	2016-02-11 07:56:05	47.717950000	-122.247298000	65.5	3.400			
T	2016-02-11 07:56:06	47.717951000	-122.247306000	65.6	3.401			
T	2016-02-11 07:56:07	47.717951000	-122.247314000	65.6	3.401			
T	2016-02-11 07:56:08	47.717952000	-122.247314000	65.6	3.401			
T	2016-02-11 07:56:09	47.717953000	-122.247317000	65.6	3.401			
T	2016-02-11 07:56:10	47.717954000	-122.247319000	65.6	3.402			
T	2016-02-11 07:56:11	47.717956000	-122.247320000	65.6	3.402			
T	2016-02-11 07:56:12	47.717957000	-122.247323000	65.7	3.402			
T	2016-02-11 07:56:13	47.717958000	-122.247326000	65.8	3.402			
T	2016-02-11 07:56:14	47.717960000	-122.247329000	65.8	3.403			
T	2016-02-11 07:56:15	47.717961000	-122.247331000	65.8	3.403			
T	2016-02-11 07:56:16	47.717963000	-122.247333000	65.8	3.403			
T	2016-02-11 07:56:17	47.717964000	-122.247333000	65.8	3.403			
T	2016-02-11 07:56:18	47.717966000	-122.247333000	65.9	3.403			
T	2016-02-11 07:56:19	47.717967000	-122.247333000	65.9	3.403			
T	2016-02-11 07:56:20	47.717969000	-122.247333000	66.0	3.404			
T	2016-02-11 07:56:21	47.717970000	-122.247331000	66.0	3.404			
T	2016-02-11 07:56:22	47.717971000	-122.247330000	66.1	3.404			
T	2016-02-11 07:56:23	47.717972000	-122.247329000	66.1	3.404			
T	2016-02-11 07:56:24	47.717972000	-122.247328000	66.2	3.404			
T	2016-02-11 07:56:25	47.717973000	-122.247327000	66.2	3.404			
T	2016-02-11 07:56:26	47.717974000	-122.247325000	66.3	3.404			
T	2016-02-11 07:56:27	47.717975000	-122.247323000	66.2	3.404			
T	2016-02-11 07:56:28	47.717976000	-122.247322000	66.2	3.404			
T	2016-02-11 07:56:29	47.717976000	-122.247319000	66.3	3.404			
T	2016-02-11 07:56:30	47.717977000	-122.247318000	66.3	3.404			
T	2016-02-11 07:56:31	47.717978000	-122.247316000	66.4	3.404			
T	2016-02-11 07:56:32	47.717978000	-122.247315000	66.5	3.404			
T	2016-02-11 07:56:33	47.717979000	-122.247313000	66.5	3.404			
T	2016-02-11 07:56:34	47.717980000	-122.247310000	66.6	3.404			
T	2016-02-11 07:56:35	47.717982000	-122.247305000	66.6	3.404			
T	2016-02-11 07:56:36	47.717986000	-122.247297000	66.6	3.404			
T	2016-02-11 07:56:37	47.717990000	-122.247291000	66.6	3.404			
T	2016-02-11 07:56:38	47.717992000	-122.247285000	66.7	3.404			
T	2016-02-11 07:56:39	47.717994000	-122.247279000	66.7	3.404			
T	2016-02-11 07:56:40	47.717996000	-122.247276000	66.7	3.404			
T	2016-02-11 07:56:41	47.717997000	-122.247272000	66.7	3.404			
T	2016-02-11 07:56:42	47.717999000	-122.247271000	66.8	3.404			
T	2016-02-11 07:56:43	47.718001000	-122.247267000	66.8	3.404			
T	2016-02-11 07:56:44	47.718002000	-122.247267000	66.9	3.404			
T	2016-02-11 07:56:45	47.718004000	-122.247262000	67.0	3.404			
T	2016-02-11 07:56:46	47.718007000	-122.247258000	67.0	3.404			
T	2016-02-11 07:56:47	47.718010000	-122.247255000	67.1	3.404			
T	2016-02-11 07:56:48	47.718014000	-122.247250000	67.1	3.404			
T	2016-02-11 07:56:49	47.718017000	-122.247249000	67.2	3.404			
T	2016-02-11 07:56:50	47.718016000	-122.247249000	67.2	3.404			
T	2016-02-11 07:56:51	47.718016000	-122.247250000	67.2	3.404			
T	2016-02-11 07:56:52	47.718017000	-122.247244000	67.2	3.404			
T	2016-02-11 07:56:53	47.718016000	-122.247239000	67.3	3.404			
T	2016-02-11 07:56:54	47.718017000	-122.247234000	67.3	3.404			
T	2016-02-11 07:56:55	47.718017000	-122.247231000	67.4	3.404			
T	2016-02-11 07:56:56	47.718018000	-122.247234000	67.4	3.404			
T	2016-02-11 07:56:57	47.718019000	-122.247232000	67.5	3.404			
T	2016-02-11 07:56:58	47.718021000	-122.247232000	67.5	3.405			
T	2016-02-11 07:56:59	47.718023000	-122.247236000	67.6	3.405			
T	2016-02-11 07:57:00	47.718024000	-122.247238000	67.6	3.405			
T	2016-02-11 07:57:01	47.718025000	-122.247241000	67.6	3.405			
T	2016-02-11 07:57:02	47.718026000	-122.247241000	67.6	3.405			
T	2016-02-11 07:57:03	47.718027000	-122.247244000	67.6	3.406			
T	2016-02-11 07:57:04	47.718027000	-122.247243000	67.6	3.406			
T	2016-02-11 07:57:05	47.718028000	-122.247245000	67.7	3.406			
T	2016-02-11 07:57:06	47.718028000	-122.247248000	67.7	3.406			
T	2016-02-11 07:57:07	47.718029000	-122.247253000	67.8	3.406			
T	2016-02-11 07:57:08	47.718029000	-122.247258000	67.9	3.407			
T	2016-02-11 07:57:09	47.718030000	-122.247263000	67.9	3.407			
T	2016-02-11 07:57:10	47.718031000	-122.247268000	67.9	3.407			
T	2016-02-11 07:57:11	47.718032000	-122.247268000	68.0	3.407			
T	2016-02-11 07:57:12	47.718033000	-122.247268000	68.0	3.407			
T	2016-02-11 07:57:13	47.718034000	-122.247267000	68.0	3.407			
T	2016-02-11 07:57:14	47.718036000	-122.247264000	68.0	3.407			
T	2016-02-11 07:57:15	47.718038000	-122.247261000	68.1	3.407			
T	2016-02-11 07:57:16	47.718041000	-122.247257000	68.1	3.407			
T	2016-02-11 07:57:17	47.718042000	-122.247252000	68.2	3.407			
T	2016-02-11 07:57:18	47.718046000	-122.247241000	68.3	3.407			
T	2016-02-11 07:57:19	47.718050000	-122.247225000	68.4	3.407			
T	2016-02-11 07:57:20	47.718054000	-122.247215000	68.4	3.407			
T	2016-02-11 07:57:21	47.718059000	-122.247202000	68.4	3.407			
T	2016-02-11 07:57:22	47.718061000	-122.247206000	68.4	3.408			
T	2016-02-11 07:57:23	47.718062000	-122.247208000	68.4	3.408			
T	2016-02-11 07:57:24	47.718063000	-122.247209000	68.4	3.408			
T	2016-02-11 07:57:25	47.718065000	-122.247208000	68.5	3.408			
T	2016-02-11 07:57:26	47.718068000	-122.247205000	68.6	3.408			
T	2016-02-11 07:57:27	47.718070000	-122.247203000	68.6	3.408			
T	2016-02-11 07:57:28	47.718072000	-122.247202000	68.7	3.408			
T	2016-02-11 07:57:29	47.718072000	-122.247202000	68.7	3.409			
T	2016-02-11 07:57:30	47.718072000	-122.247205000	68.7	3.409			
T	2016-02-11 07:57:31	47.718071000	-122.247209000	68.7	3.409			
T	2016-02-11 07:57:32	47.718071000	-122.247212000	68.8	3.409			
T	2016-02-11 07:57:33	47.718070000	-122.247216000	68.8	3.409			
T	2016-02-11 07:57:34	47.718069000	-122.247222000	68.9	3.409			
T	2016-02-11 07:57:35	47.718066000	-122.247239000	68.9	3.410			
T	2016-02-11 07:57:36	47.718063000	-122.247250000	69.0	3.410			
T	2016-02-11 07:57:37	47.718061000	-122.247258000	69.0	3.410			
T	2016-02-11 07:57:38	47.718059000	-122.247265000	69.0	3.411			
T	2016-02-11 07:57:39	47.718057000	-122.247272000	69.0	3.411			
T	2016-02-11 07:57:40	47.718057000	-122.247270000	69.1	3.411			
